Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
0,flat,parsvnath green ville,sector 48,1.6,8377.0,3.0,3.0,3,13.0,Old Property,1700.0,0.0,0.0,0.0,0.0,1.0,2.0,119.0,"28.4177° N, 77.0359° E",28.4177,77.0359
1,house,independent,sector 43,8.25,30556.0,5.0,6.0,3+,3.0,Moderately Old,2700.0,1.0,1.0,1.0,1.0,0.0,2.0,64.0,"28.4629° N, 77.0772° E",28.4629,77.0772
3,flat,deepak minda,manesar,1.2,4528.0,3.0,3.0,3+,6.0,Moderately Old,2944.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,"28.3515° N, 76.9428° E",28.3515,76.9428
4,flat,emaar imperial gardens,sector 102,1.98,9900.0,3.0,3.0,3+,9.0,Relatively New,2222.0,0.0,1.0,0.0,0.0,0.0,2.0,72.0,"28.4750° N, 76.9715° E",28.475,76.9715
6,flat,sare crescent parc,sector 92,0.49,4910.0,2.0,2.0,2,2.0,Relatively New,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"28.4079° N, 76.9153° E",28.4079,76.9153
7,flat,experion the heartsong,sector 108,0.9,7015.0,2.0,3.0,3,7.0,Relatively New,1161.0,0.0,1.0,0.0,0.0,1.0,0.0,72.0,"28.5134° N, 76.9830° E",28.5134,76.983
8,flat,ireo skyon,sector 60,2.82,12818.0,3.0,3.0,3,2.0,Relatively New,2400.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4003° N, 77.0975° E",28.4003,77.0975
9,house,independent,sector 7,8.0,22222.0,4.0,5.0,3+,1.0,Old Property,3600.0,1.0,1.0,0.0,1.0,0.0,0.0,31.0,"28.4644° N, 77.0143° E",28.4644,77.0143
10,house,independent,sector 41,11.0,33951.0,4.0,4.0,2,3.0,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,2.0,35.0,"28.4557° N, 77.0632° E",28.4557,77.0632
11,house,independent,sector 14,6.4,20317.0,6.0,6.0,3+,3.0,Old Property,3150.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,"28.4711° N, 77.0454° E",28.4711,77.0454
12,flat,godrej summit,sector 104,1.16,6388.0,3.0,4.0,3+,8.0,Relatively New,2018.0,0.0,1.0,0.0,0.0,0.0,2.0,96.0,"28.4788° N, 76.9960° E",28.4788,76.996
13,house,emaar mgf marbella,sector 66,9.0,21251.0,4.0,4.0,3+,2.0,Relatively New,5200.0,0.0,1.0,1.0,1.0,0.0,2.0,114.0,"28.3925° N, 77.0541° E",28.3925,77.0541
15,flat,conscient habitat,sector 99a,0.35,6422.0,2.0,2.0,1,3.0,Relatively New,606.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,"28.4561° N, 76.9542° E",28.4561,76.9542
16,house,eldeco mansionz,sector 48,4.95,20599.0,7.0,7.0,3+,2.0,Old Property,2403.0,1.0,1.0,1.0,1.0,0.0,2.0,145.0,"28.4177° N, 77.0359° E",28.4177,77.0359
17,flat,the close north,sector 50,2.75,12500.0,3.0,3.0,3,3.0,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,"28.4178° N, 77.0628° E",28.4178,77.0628
18,flat,la vida by tata housing,sector 113,2.35,10600.0,3.0,3.0,3,11.0,New Property,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
19,flat,experion windchants,sector 112,5.31,11205.0,4.0,6.0,3+,15.0,Relatively New,3573.33,0.0,1.0,0.0,1.0,0.0,0.0,72.0,"28.5189° N, 77.0183° E",28.5189,77.0183
20,flat,pioneer urban presidia,sector 62,6.5,14987.0,4.0,4.0,3+,3.0,Moderately Old,3925.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,"28.4139° N, 77.0886° E",28.4139,77.0886
22,flat,dlf regal gardens,sector 90,1.75,7901.0,4.0,4.0,3+,3.0,Relatively New,2005.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,"28.4085° N, 76.9369° E",28.4085,76.9369
23,flat,tulip violet,sector 69,1.7,8458.0,4.0,4.0,2,10.0,Relatively New,1804.0,1.0,1.0,1.0,1.0,0.0,0.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
24,flat,emaar mgf emerald floors premier,sector 65,2.7,16364.0,3.0,3.0,3,5.0,Relatively New,1650.0,0.0,1.0,1.0,0.0,0.0,2.0,108.0,"28.4030° N, 77.0690° E",28.403,77.069
25,house,vipul tatvam villa,sector 48,22.0,26667.0,5.0,6.0,3,3.0,Moderately Old,8250.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,"28.4177° N, 77.0359° E",28.4177,77.0359
26,flat,unitech fresco,sector 50,1.88,10479.0,3.0,3.0,3+,14.0,Moderately Old,1790.0,0.0,0.0,0.0,0.0,1.0,2.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
27,flat,la vida by tata housing,sector 113,3.05,15561.0,3.0,4.0,3,3.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
28,flat,godrej air,sector 85,1.05,10606.0,2.0,2.0,1,15.0,Under Construction,97.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4042° N, 76.9513° E",28.4042,76.9513
29,flat,signature global city 63a,sector 63a,1.65,15264.0,2.0,2.0,2,1.0,Under Construction,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3923° N, 77.0888° E",28.3923,77.0888
30,flat,dlf garden city floors,sector 92,1.7,8586.0,3.0,4.0,2,1.0,Under Construction,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,"28.4079° N, 76.9153° E",28.4079,76.9153
31,flat,signature global city,sector 37d,1.1,8494.0,3.0,3.0,2,2.0,Under Construction,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,"28.4478° N, 76.9703° E",28.4478,76.9703
32,flat,raheja vedaanta,sector 108,0.8,4080.0,3.0,3.0,3,9.0,Relatively New,1663.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,"28.5134° N, 76.9830° E",28.5134,76.983
33,flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7.0,New Property,557.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
34,flat,uphaar homes,sector 105,0.45,4737.0,3.0,2.0,1,1.0,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,"28.4952° N, 77.0114° E",28.4952,77.0114
35,flat,sobha city,sector 108,2.45,14040.0,3.0,3.0,3,15.0,Relatively New,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.5134° N, 76.9830° E",28.5134,76.983
36,flat,ambience lagoon,sector 24,4.25,13281.0,3.0,4.0,3+,3.0,Old Property,3201.0,0.0,1.0,0.0,1.0,0.0,2.0,143.0,"28.4939° N, 77.1038° E",28.4939,77.1038
37,flat,ireo the grand arch,sector 58,2.2,13480.0,2.0,2.0,1,5.0,Relatively New,1432.0,1.0,0.0,0.0,0.0,0.0,2.0,94.0,"28.4200° N, 77.1105° E",28.42,77.1105
39,flat,ats marigold,sector 89,1.85,8605.0,3.0,3.0,3+,12.0,New Property,1946.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,"28.4253° N, 76.9439° E",28.4253,76.9439
40,flat,tulip white,sector 69,0.9,6000.0,3.0,2.0,3+,1.0,Relatively New,1326.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,"28.3966° N, 77.0341° E",28.3966,77.0341
42,flat,vatika emilia floors,sector 83,0.65,6190.0,2.0,2.0,2,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,2.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
43,flat,indiabulls centrum park,sector 103,1.35,7542.0,3.0,3.0,3+,3.0,Relatively New,1620.0,1.0,0.0,0.0,0.0,0.0,2.0,168.0,"28.4949° N, 76.9845° E",28.4949,76.9845
44,flat,m3m skywalk,sector 74,1.5,10714.0,2.0,2.0,1,8.0,New Property,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"28.4158° N, 77.0118° E",28.4158,77.0118
45,flat,signature the roselia,sector 95,0.45,7909.0,2.0,2.0,2,2.0,New Property,632.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,"28.4172° N, 76.9081° E",28.4172,76.9081
46,flat,unitech sunbreeze,sector 69,1.0,5476.0,4.0,3.0,0,0.0,Relatively New,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3966° N, 77.0341° E",28.3966,77.0341
47,flat,sare crescent parc,sector 92,0.51,4080.0,3.0,2.0,2,2.0,Relatively New,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.4079° N, 76.9153° E",28.4079,76.9153
48,flat,umang winter hills,sector 77,0.75,7246.0,2.0,2.0,2,8.0,Relatively New,1140.0,0.0,0.0,1.0,0.0,0.0,2.0,102.0,"28.3801° N, 76.9845° E",28.3801,76.9845
49,flat,m3m skywalk,sector 74,1.5,12500.0,2.0,2.0,3,17.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"28.4158° N, 77.0118° E",28.4158,77.0118
50,flat,chd avenue,sector 71,0.98,6049.0,3.0,3.0,3,0.0,Moderately Old,1466.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,"28.4104° N, 77.0281° E",28.4104,77.0281
51,flat,dlf the ultima,sector 81,2.4,11412.0,3.0,4.0,3+,19.0,Relatively New,1903.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.3867° N, 76.9485° E",28.3867,76.9485
52,house,independent,sector 23,2.8,17983.0,5.0,5.0,3+,2.0,Old Property,1557.0,0.0,0.0,0.0,1.0,0.0,2.0,74.0,"28.5121° N, 77.0478° E",28.5121,77.0478
53,flat,denso haryana housing society,manesar,0.9,4308.0,3.0,3.0,3+,5.0,Moderately Old,2321.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,"28.3515° N, 76.9428° E",28.3515,76.9428
54,house,independent,sector 39,1.6,17937.0,1.0,1.0,2,2.0,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,"28.4434° N, 77.0515° E",28.4434,77.0515
55,flat,signature global city 92,sector 92,0.99,6622.0,3.0,2.0,3,1.0,New Property,1661.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,"28.4079° N, 76.9153° E",28.4079,76.9153
57,house,independent,sector 17,9.5,23457.0,8.0,8.0,3,3.0,Relatively New,4050.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0,"28.4791° N, 77.0608° E",28.4791,77.0608
59,house,independent,sector 17,3.0,11111.0,4.0,4.0,0,1.0,Old Property,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4791° N, 77.0608° E",28.4791,77.0608
60,house,ansal sushant lok,sector 43,10.5,27911.0,4.0,4.0,2,2.0,Old Property,3762.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,"28.4629° N, 77.0772° E",28.4629,77.0772
61,flat,tulip violet,sector 69,1.55,9823.0,3.0,3.0,2,0.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,2.0,129.0,"28.3966° N, 77.0341° E",28.3966,77.0341
62,flat,satya the hermitage,sector 103,0.8,5517.0,2.0,2.0,0,10.0,Relatively New,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"28.4949° N, 76.9845° E",28.4949,76.9845
63,flat,shree vardhman victoria,sector 70,1.5,7692.0,3.0,5.0,3,7.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3968° N, 77.0233° E",28.3968,77.0233
64,flat,godrej summit premia towers,sector 104,0.9,7149.0,2.0,2.0,0,16.0,Relatively New,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4788° N, 76.9960° E",28.4788,76.996
65,flat,shree vardhman flora,sector 90,0.95,6333.0,3.0,3.0,3,9.0,Relatively New,1667.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,"28.4085° N, 76.9369° E",28.4085,76.9369
66,flat,puri diplomatic greens,sector 111,2.65,11964.0,3.0,4.0,3+,19.0,Relatively New,2005.0,1.0,1.0,1.0,1.0,0.0,0.0,65.0,"28.5238° N, 77.0320° E",28.5238,77.032
67,flat,ramsons kshitij,sector 95,0.33,3910.0,2.0,2.0,1,14.0,New Property,694.0,0.0,0.0,0.0,0.0,1.0,2.0,79.0,"28.4172° N, 76.9081° E",28.4172,76.9081
68,house,not applicable,sector 4,0.4,9259.0,1.0,1.0,1,1.0,Moderately Old,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
69,flat,dlf the skycourt,sector 86,1.56,8087.0,3.0,4.0,3+,17.0,Relatively New,1580.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"28.3986° N, 76.9384° E",28.3986,76.9384
70,flat,bestech park view spa next,sector 67,2.85,12128.0,4.0,4.0,3+,5.0,Moderately Old,2127.0,0.0,1.0,0.0,1.0,0.0,2.0,149.0,"28.3859° N, 77.0608° E",28.3859,77.0608
71,flat,paras quartier,gwal pahari,5.9,11028.0,4.0,4.0,3+,0.0,Moderately Old,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,"28.4484° N, 77.0210° E",28.4484,77.021
72,flat,indiabulls enigma,sector 110,3.7,10882.0,4.0,5.0,3,7.0,Relatively New,3077.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,"28.5145° N, 77.0197° E",28.5145,77.0197
74,house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,2.0,6.0,3+,3.0,Relatively New,1449.0,1.0,0.0,0.0,1.0,0.0,0.0,78.0,"28.4791° N, 77.0608° E",28.4791,77.0608
75,house,independent,sector 55,3.1,20026.0,5.0,4.0,3+,2.0,Moderately Old,1548.0,0.0,1.0,1.0,0.0,0.0,2.0,59.0,"28.4281° N, 77.1100° E",28.4281,77.11
76,flat,vatika city,sector 49,1.98,9074.0,3.0,4.0,3,9.0,Moderately Old,1750.75,0.0,1.0,0.0,0.0,0.0,2.0,101.0,"28.4121° N, 77.0480° E",28.4121,77.048
77,flat,central park flower valley aqua front towers,sector 33,2.1,11738.0,3.0,3.0,2,6.0,Under Construction,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4420° N, 77.0207° E",28.442,77.0207
78,house,independent,sector 55,1.64,10123.0,3.0,3.0,2,4.0,New Property,1620.0,1.0,1.0,0.0,0.0,0.0,2.0,54.0,"28.4281° N, 77.1100° E",28.4281,77.11
79,house,independent,sector 7,1.2,11194.0,2.0,4.0,2,3.0,Old Property,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
80,house,independent,sector 28,10.5,32407.0,5.0,6.0,3+,3.0,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,2.0,153.0,"28.4728° N, 77.0865° E",28.4728,77.0865
81,flat,signature global orchard avenue,sector 93,0.85,14238.0,2.0,2.0,0,10.0,Relatively New,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4153° N, 76.9326° E",28.4153,76.9326
82,flat,dlf regal gardens,sector 90,1.65,7449.0,4.0,4.0,3+,8.0,Relatively New,1900.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,"28.4085° N, 76.9369° E",28.4085,76.9369
83,flat,experion the heartsong,sector 108,1.3,8344.0,3.0,3.0,3+,7.0,Relatively New,1661.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,"28.5134° N, 76.9830° E",28.5134,76.983
84,flat,godrej habitat,sector 3,1.1,10407.0,2.0,2.0,2,14.0,Under Construction,956.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4909° N, 77.0176° E",28.4909,77.0176
85,flat,bestech park view grand spa,sector 81,2.25,8459.0,3.0,4.0,3+,8.0,Relatively New,2300.0,1.0,1.0,1.0,0.0,0.0,2.0,122.0,"28.3867° N, 76.9485° E",28.3867,76.9485
87,flat,tulip violet,sector 69,3.1,9823.0,4.0,6.0,3+,14.0,Relatively New,2817.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
88,flat,godrej oasis,sector 88a,1.0,6897.0,2.0,2.0,3,7.0,Relatively New,1611.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.4347° N, 76.9557° E",28.4347,76.9557
89,flat,godrej oasis,sector 88a,1.29,7799.0,3.0,3.0,3,5.0,New Property,1642.0,1.0,0.0,0.0,0.0,1.0,0.0,65.0,"28.4347° N, 76.9557° E",28.4347,76.9557
90,flat,imperia the esfera,sector 37c,0.87,5513.0,2.0,3.0,3+,9.0,New Property,1428.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4515° N, 76.9882° E",28.4515,76.9882
91,flat,ss the leaf,sector 85,1.83,7609.0,3.0,4.0,3,9.0,Relatively New,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
92,flat,supertech hues,sector 68,0.8,6780.0,2.0,2.0,3+,14.0,New Property,1180.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,"28.3853° N, 77.0484° E",28.3853,77.0484
94,flat,sobha smriti apartments,sector 56,0.5,8333.0,1.0,1.0,2,3.0,Old Property,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4245° N, 77.0991° E",28.4245,77.0991
95,flat,godrej nature plus,sector 33,1.9,9850.0,3.0,3.0,3+,14.0,New Property,2143.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,"28.4420° N, 77.0207° E",28.442,77.0207
96,flat,krishna appartment,sector 12,0.35,3500.0,3.0,3.0,1,2.0,Old Property,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
97,flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2.0,2.0,2,9.0,New Property,733.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4640° N, 76.9614° E",28.464,76.9614
98,flat,deepak minda,manesar,1.25,4715.0,4.0,4.0,3+,6.0,Moderately Old,2946.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,"28.3515° N, 76.9428° E",28.3515,76.9428
99,flat,m3m golfestate,sector 65,5.9,17481.0,3.0,3.0,3,18.0,Relatively New,3043.0,1.0,1.0,0.0,0.0,0.0,0.0,76.0,"28.4030° N, 77.0690° E",28.403,77.069
100,flat,park royal apartment,sector 56,1.85,9024.0,3.0,4.0,3,7.0,Old Property,2278.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,"28.4245° N, 77.0991° E",28.4245,77.0991
102,flat,m3m woodshire,sector 107,0.88,6442.0,2.0,2.0,3+,3.0,Relatively New,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"28.5052° N, 76.9729° E",28.5052,76.9729
103,flat,lord krishna,sector 12,2.7,8571.0,4.0,3.0,3,6.0,Old Property,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
104,flat,mrg skyline,sector 106,1.82,13392.0,3.0,2.0,2,4.0,Relatively New,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5007° N, 77.0003° E",28.5007,77.0003
105,flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,10.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.5052° N, 76.9729° E",28.5052,76.9729
106,flat,m3m the marina,sector 68,1.32,8759.0,2.0,2.0,3,15.0,Relatively New,1364.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,"28.3853° N, 77.0484° E",28.3853,77.0484
107,flat,ss the leaf,sector 85,1.15,11967.0,2.0,2.0,3,20.0,Relatively New,1263.0,0.0,0.0,0.0,1.0,0.0,0.0,107.0,"28.4042° N, 76.9513° E",28.4042,76.9513
108,flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2.0,2,12.0,Moderately Old,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.5134° N, 76.9830° E",28.5134,76.983
109,flat,orris carnation residency,sector 85,0.72,4881.0,3.0,3.0,2,9.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
110,flat,emaar gurgaon greens,sector 102,1.45,8788.0,3.0,3.0,2,7.0,Relatively New,1493.0,0.0,1.0,0.0,0.0,0.0,2.0,169.0,"28.4750° N, 76.9715° E",28.475,76.9715
111,flat,the crew bos chs manesar,manesar,0.85,3696.0,3.0,3.0,2,2.0,Moderately Old,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.3515° N, 76.9428° E",28.3515,76.9428
112,flat,smart world orchard,sector 61,2.5,16139.0,3.0,3.0,1,1.0,Under Construction,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"28.4050° N, 77.0963° E",28.405,77.0963
113,flat,imperia the esfera,sector 37c,0.99,5455.0,3.0,5.0,3+,5.0,Relatively New,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4515° N, 76.9882° E",28.4515,76.9882
114,flat,sukhshanti apartment,sector 56,1.7,7727.0,3.0,3.0,3,4.0,Moderately Old,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
116,flat,chd avenue,sector 71,1.16,6655.0,3.0,3.0,3,5.0,Moderately Old,1577.0,0.0,1.0,0.0,0.0,0.0,2.0,73.0,"28.4104° N, 77.0281° E",28.4104,77.0281
117,flat,raheja vedaanta,sector 108,0.7,4522.0,2.0,2.0,3,1.0,Relatively New,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5134° N, 76.9830° E",28.5134,76.983
118,flat,la lagune,sector 54,6.75,21361.0,4.0,6.0,3+,11.0,Moderately Old,2455.0,0.0,1.0,0.0,0.0,0.0,2.0,119.0,"28.4348° N, 77.1089° E",28.4348,77.1089
119,flat,kw royal court,sector 39,2.0,6250.0,5.0,4.0,3,9.0,Old Property,3556.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.4434° N, 77.0515° E",28.4434,77.0515
120,house,independent,sector 12,1.5,11111.0,5.0,5.0,2,3.0,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"28.4723° N, 77.0320° E",28.4723,77.032
121,flat,chd avenue,sector 71,1.25,7172.0,3.0,4.0,2,7.0,Relatively New,1577.0,0.0,1.0,0.0,0.0,0.0,2.0,160.0,"28.4104° N, 77.0281° E",28.4104,77.0281
122,flat,vatika the seven lamps,sector 82,1.28,6819.0,3.0,3.0,3,3.0,Relatively New,1800.0,1.0,0.0,0.0,0.0,0.0,2.0,165.0,"28.3935° N, 76.9600° E",28.3935,76.96
123,flat,pareena coban residences,sector 99a,1.02,8793.0,2.0,2.0,3,3.0,Relatively New,1430.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,"28.4561° N, 76.9542° E",28.4561,76.9542
124,house,independent,sector 43,2.5,2885.0,7.0,7.0,3,4.0,Relatively New,963.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,"28.4629° N, 77.0772° E",28.4629,77.0772
125,house,independent,sector 24,5.25,38889.0,4.0,4.0,3+,2.0,Relatively New,1350.0,0.0,1.0,0.0,1.0,0.0,2.0,72.0,"28.4939° N, 77.1038° E",28.4939,77.1038
126,flat,m3m skywalk,sector 74,1.52,13345.0,2.0,2.0,3,6.0,Relatively New,1250.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"28.4158° N, 77.0118° E",28.4158,77.0118
128,flat,ss the leaf,sector 85,1.3,10484.0,2.0,2.0,3+,10.0,Relatively New,1491.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,"28.4042° N, 76.9513° E",28.4042,76.9513
129,flat,ss the leaf,sector 85,1.14,6433.0,2.0,2.0,3,16.0,Relatively New,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4042° N, 76.9513° E",28.4042,76.9513
130,flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3.0,3.0,2,12.0,Relatively New,1950.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,"28.3925° N, 77.0541° E",28.3925,77.0541
131,flat,orchid petals,sector 49,2.38,11498.0,3.0,4.0,3,1.0,Relatively New,2061.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
132,flat,tulip violet,sector 69,1.46,9252.0,3.0,3.0,2,0.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,2.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
134,flat,bptp terra,sector 37d,1.49,8107.0,3.0,3.0,3,20.0,Relatively New,1707.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4478° N, 76.9703° E",28.4478,76.9703
135,flat,satya the hermitage,sector 103,0.93,6405.0,2.0,3.0,3,3.0,Relatively New,1613.0,0.0,1.0,0.0,0.0,0.0,2.0,90.0,"28.4949° N, 76.9845° E",28.4949,76.9845
136,house,international city by sobha phase 2,sector 109,8.48,23556.0,4.0,6.0,3+,3.0,New Property,3600.0,1.0,1.0,1.0,1.0,0.0,0.0,153.0,"28.5073° N, 77.0089° E",28.5073,77.0089
137,flat,vipul belmonte,sector 53,6.0,24490.0,3.0,4.0,3+,6.0,Moderately Old,2217.0,0.0,1.0,0.0,0.0,1.0,2.0,26.0,"28.4433° N, 77.0948° E",28.4433,77.0948
139,house,independent,sector 14,5.0,22222.0,3.0,3.0,3,1.0,Moderately Old,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,"28.4711° N, 77.0454° E",28.4711,77.0454
140,flat,tarc maceo,sector 91,1.8,7759.0,3.0,3.0,3+,0.0,Relatively New,2578.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,"28.4014° N, 76.9225° E",28.4014,76.9225
141,house,emaar mgf marbella,sector 66,18.0,40000.0,5.0,6.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0,"28.3925° N, 77.0541° E",28.3925,77.0541
142,house,eldeco mansionz,sector 48,5.0,21368.0,7.0,7.0,3,2.0,Moderately Old,2340.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,"28.4177° N, 77.0359° E",28.4177,77.0359
143,flat,smart world orchard,sector 61,2.0,12912.0,3.0,3.0,2,3.0,New Property,1721.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"28.4050° N, 77.0963° E",28.405,77.0963
144,flat,sare homes,sector 92,1.25,6200.0,4.0,3.0,0,16.0,Under Construction,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4079° N, 76.9153° E",28.4079,76.9153
145,flat,dlf new town heights,sector 90,1.25,6504.0,3.0,3.0,3+,5.0,Relatively New,1929.0,0.0,1.0,0.0,1.0,0.0,0.0,127.0,"28.4085° N, 76.9369° E",28.4085,76.9369
146,flat,supertech araville,sector 79,0.78,6023.0,2.0,2.0,3+,0.0,New Property,1172.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,"28.3624° N, 76.9787° E",28.3624,76.9787
148,flat,tulip violet,sector 69,1.36,8843.0,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
