Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2252,flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,2.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
2253,house,unitech espace,sector 50,9.8,30247.0,4.0,4.0,3,2.0,Moderately Old,3240.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2255,flat,zara aavaas,sector 104,0.49,6577.0,3.0,2.0,2,7.0,Under Construction,695.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,"28.4788° N, 76.9960° E",28.4788,76.996
2256,flat,czar mahira homes 63a,sector 63a,0.42,7407.0,3.0,2.0,2,1.0,Under Construction,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3923° N, 77.0888° E",28.3923,77.0888
2257,flat,m3m woodshire,sector 107,1.2,6176.0,3.0,3.0,3,7.0,Relatively New,1750.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2259,flat,la vida by tata housing,sector 113,3.35,16750.0,3.0,4.0,3+,12.0,New Property,2200.0,1.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2260,flat,ireo skyon,sector 60,2.65,13125.0,3.0,4.0,3+,7.0,Moderately Old,2037.0,0.0,1.0,0.0,0.0,0.0,2.0,152.0,"28.4003° N, 77.0975° E",28.4003,77.0975
2261,flat,smart world gems,sector 89,0.95,8903.0,2.0,2.0,2,1.0,Under Construction,804.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2262,flat,sare crescent parc royal greens phase 1,sector 92,1.25,5833.0,4.0,4.0,3,20.0,Relatively New,1939.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2264,flat,emaar palm gardens,sector 83,1.6,8649.0,3.0,3.0,3+,6.0,Relatively New,1674.0,1.0,1.0,1.0,1.0,0.0,2.0,167.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2265,flat,unitech sunbreeze,sector 69,0.74,5502.0,3.0,3.0,1,10.0,Under Construction,1210.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2266,flat,ild grand,sector 37c,0.66,5038.0,2.0,2.0,3+,14.0,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2267,flat,prime habitat,sector 99a,0.32,4658.0,2.0,2.0,1,7.0,Relatively New,601.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4561° N, 76.9542° E",28.4561,76.9542
2268,house,tata primanti,sector 72,8.6,12286.0,4.0,5.0,3+,3.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,"28.4225° N, 77.0211° E",28.4225,77.0211
2269,house,unitech uniworld resorts,sector 33,10.0,20202.0,5.0,6.0,3,4.0,New Property,4950.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,"28.4420° N, 77.0207° E",28.442,77.0207
2270,flat,dnha group housing society,manesar,0.75,4518.0,3.0,2.0,2,5.0,Moderately Old,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3515° N, 76.9428° E",28.3515,76.9428
2271,flat,mapsko mount ville,sector 79,1.25,7716.0,3.0,3.0,2,1.0,Relatively New,1212.0,1.0,0.0,0.0,1.0,0.0,2.0,166.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2272,flat,shri banke bihari society,sector 56,1.37,9133.0,3.0,3.0,3+,2.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2273,house,independent,sector 26,19.0,42222.0,6.0,8.0,3+,3.0,Moderately Old,4500.0,1.0,1.0,1.0,1.0,0.0,2.0,103.0,"28.4757° N, 77.1032° E",28.4757,77.1032
2274,flat,dlf regal gardens,sector 90,1.78,8036.0,4.0,4.0,3+,8.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2275,house,international city by sobha phase 2,sector 109,6.25,11574.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2276,house,independent,sector 41,7.25,29293.0,9.0,8.0,3,4.0,Old Property,2475.0,0.0,1.0,0.0,0.0,0.0,2.0,94.0,"28.4557° N, 77.0632° E",28.4557,77.0632
2277,flat,emaar gurgaon greens,sector 102,1.42,8606.0,3.0,3.0,3,4.0,Relatively New,1314.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
2279,flat,unitech fresco,sector 50,1.8,9590.0,3.0,4.0,3+,6.0,Moderately Old,1870.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2280,flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,4615.0,2.0,2.0,1,4.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4561° N, 76.9542° E",28.4561,76.9542
2281,flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2.0,2,8.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.5095° N, 77.0320° E",28.5095,77.032
2282,flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4.0,4.0,3+,2.0,Relatively New,1975.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,"28.4030° N, 77.0690° E",28.403,77.069
2283,house,independent,sector 57,4.7,21759.0,3.0,3.0,2,2.0,Old Property,2160.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,"28.4232° N, 77.0752° E",28.4232,77.0752
2284,house,independent,sector 45,17.0,37778.0,5.0,8.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,152.0,"28.4466° N, 77.0660° E",28.4466,77.066
2285,flat,dlf the primus,sector 82a,1.59,10338.0,3.0,3.0,3+,5.0,Relatively New,1668.0,0.0,0.0,0.0,0.0,1.0,1.0,167.0,"28.3858° N, 76.9686° E",28.3858,76.9686
2286,flat,emaar mgf the enclave,sector 66,2.1,12353.0,3.0,4.0,2,12.0,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,2.0,156.0,"28.3925° N, 77.0541° E",28.3925,77.0541
2287,flat,experion the heartsong,sector 108,0.87,11853.0,2.0,3.0,3,2.0,Relatively New,978.23,0.0,1.0,0.0,0.0,0.0,2.0,123.0,"28.5134° N, 76.9830° E",28.5134,76.983
2288,flat,emaar gurgaon greens,sector 102,1.39,8424.0,3.0,3.0,3,7.0,Relatively New,1493.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,"28.4750° N, 76.9715° E",28.475,76.9715
2290,flat,m3m merlin,sector 67,2.8,13679.0,3.0,3.0,3,5.0,Moderately Old,2047.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,"28.3859° N, 77.0608° E",28.3859,77.0608
2291,flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,2,8.0,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2292,flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2,3.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2293,house,independent,sector 11,1.2,4444.0,7.0,3.0,0,3.0,Moderately Old,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4531° N, 77.0202° E",28.4531,77.0202
2294,flat,suncity heights,sector 54,3.25,14118.0,3.0,3.0,3+,0.0,Old Property,2558.0,0.0,0.0,0.0,1.0,0.0,2.0,120.0,"28.4348° N, 77.1089° E",28.4348,77.1089
2295,flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3.0,2,2.0,Old Property,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"28.4604° N, 77.0579° E",28.4604,77.0579
2296,house,independent,sector 38,3.5,24306.0,3.0,3.0,2,1.0,Relatively New,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4347° N, 77.0430° E",28.4347,77.043
2298,flat,sbtl caladium,sector 109,1.7,6680.0,3.0,3.0,3+,9.0,Relatively New,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2299,flat,shree vardhman victoria,sector 70,1.07,7926.0,2.0,2.0,3,8.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,"28.3968° N, 77.0233° E",28.3968,77.0233
2300,flat,ss the leaf,sector 85,1.93,8075.0,3.0,4.0,3,7.0,Relatively New,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2301,house,sector 14 rwa,sector 14,6.5,20635.0,4.0,4.0,3+,2.0,Moderately Old,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4711° N, 77.0454° E",28.4711,77.0454
2303,flat,m3m woodshire,sector 107,1.45,6141.0,3.0,4.0,3+,7.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2304,flat,ireo skyon,sector 60,2.85,13936.0,3.0,4.0,3+,5.0,Relatively New,2045.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4003° N, 77.0975° E",28.4003,77.0975
2306,flat,rof aalayas,sector 102,0.45,6000.0,1.0,1.0,2,6.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
2308,flat,sobha city,sector 108,3.25,15685.0,3.0,3.0,3,12.0,Relatively New,2072.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"28.5134° N, 76.9830° E",28.5134,76.983
2309,house,independent,sector 3,0.8,8155.0,2.0,4.0,1,2.0,Moderately Old,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
2310,flat,imperia the esfera,sector 37c,0.98,5399.0,3.0,4.0,3,9.0,Relatively New,1660.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2311,flat,piedmont taksila heights,sector 37c,1.0,6506.0,3.0,3.0,3+,8.0,Relatively New,1708.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2312,flat,indiabulls centrum park,sector 103,2.45,8522.0,4.0,6.0,3,5.0,Relatively New,2602.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2313,flat,emaar mgf emerald floors premier,sector 65,2.29,13879.0,3.0,4.0,3+,2.0,Relatively New,1833.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4030° N, 77.0690° E",28.403,77.069
2314,flat,mahindra aura,sector 110,1.8,8815.0,3.0,3.0,3+,7.0,Relatively New,1850.0,0.0,1.0,0.0,0.0,0.0,2.0,136.0,"28.5145° N, 77.0197° E",28.5145,77.0197
2316,flat,swarn jayanti cghs,sector 54,1.75,7609.0,4.0,3.0,3+,3.0,Old Property,1900.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,"28.4348° N, 77.1089° E",28.4348,77.1089
2317,flat,pareena laxmi apartments,sector 99a,0.32,6107.0,2.0,2.0,2,2.0,New Property,473.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,"28.4561° N, 76.9542° E",28.4561,76.9542
2318,flat,ss the leaf,sector 85,1.09,6663.0,2.0,2.0,3,5.0,Relatively New,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2319,flat,corona optus,sector 37c,1.27,7232.0,3.0,3.0,3,2.0,Relatively New,1595.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2320,flat,adani m2k oyster grande,sector 102,1.9,9104.0,3.0,4.0,3,8.0,Relatively New,1710.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,"28.4750° N, 76.9715° E",28.475,76.9715
2321,flat,godrej summit,sector 104,0.82,9856.0,2.0,2.0,3,12.0,Relatively New,86.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,"28.4788° N, 76.9960° E",28.4788,76.996
2322,flat,tulip orange,sector 70,1.1,8148.0,3.0,2.0,2,5.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3968° N, 77.0233° E",28.3968,77.0233
2324,flat,tulip violet,sector 69,1.68,8358.0,4.0,4.0,2,2.0,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,0.0,112.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2325,flat,mapsko mount ville,sector 79,1.85,9640.0,3.0,4.0,3,21.0,New Property,1643.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2326,house,nul,sector 25,9.5,33404.0,9.0,9.0,3+,3.0,Old Property,2844.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,"28.4844° N, 77.0860° E",28.4844,77.086
2327,flat,orris carnation residency,sector 85,1.1,6687.0,3.0,4.0,3,6.0,Moderately Old,1467.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2328,flat,chd avenue,sector 71,0.95,7930.0,2.0,2.0,2,5.0,Moderately Old,1084.0,0.0,0.0,0.0,0.0,0.0,2.0,142.0,"28.4104° N, 77.0281° E",28.4104,77.0281
2329,flat,m3m the marina,sector 68,1.02,8095.0,2.0,2.0,2,11.0,Relatively New,1250.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.3853° N, 77.0484° E",28.3853,77.0484
2330,flat,nbcc heights,sector 89,0.75,6579.0,2.0,2.0,2,6.0,Moderately Old,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2331,flat,,sector 78,0.6,3692.0,2.0,2.0,0,2.0,Under Construction,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3733° N, 76.9729° E",28.3733,76.9729
2332,flat,experion windchants,sector 112,3.75,13383.0,3.0,3.0,2,21.0,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,2.0,159.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2334,flat,alpha corp gurgaonone,sector 84,0.85,6693.0,2.0,2.0,3,6.0,Relatively New,1158.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,"28.3979° N, 76.9736° E",28.3979,76.9736
2335,flat,smart world gems,sector 89,0.86,7797.0,2.0,3.0,2,4.0,New Property,1226.0,1.0,1.0,0.0,1.0,0.0,2.0,72.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2336,flat,la vida by tata housing,sector 113,1.38,12000.0,2.0,2.0,3,8.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2337,flat,tulip violet,sector 69,1.43,8888.0,3.0,3.0,2,1.0,Relatively New,1305.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2338,flat,shree vardhman flora,sector 90,0.65,5000.0,2.0,2.0,2,12.0,Old Property,1176.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2339,flat,m3m heights,sector 65,2.79,14170.0,3.0,3.0,3,26.0,New Property,1969.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4030° N, 77.0690° E",28.403,77.069
2342,flat,ss the leaf,sector 85,1.2,9677.0,2.0,2.0,3+,9.0,Relatively New,1491.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2344,flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3+,13.0,Relatively New,2629.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4225° N, 77.0211° E",28.4225,77.0211
2345,flat,awho shanti vihar,sector 95,0.82,9880.0,2.0,2.0,3+,13.0,New Property,1095.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2346,house,independent,sector 8,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
2347,flat,rof ananda,sector 95,0.32,5735.0,2.0,2.0,1,10.0,Relatively New,610.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2348,flat,antriksh heights,sector 84,0.89,4369.0,3.0,3.0,3,8.0,Relatively New,1833.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,"28.3979° N, 76.9736° E",28.3979,76.9736
2350,flat,godrej nature plus,sector 33,1.5,10197.0,2.0,2.0,3+,2.0,Under Construction,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,"28.4420° N, 77.0207° E",28.442,77.0207
2352,flat,ild greens,sector 37c,0.78,5714.0,2.0,2.0,3,1.0,Moderately Old,1068.1,0.0,0.0,0.0,0.0,0.0,2.0,103.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2353,flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2354,house,independent,sector 26,15.0,33333.0,4.0,4.0,3,3.0,Moderately Old,4500.0,0.0,1.0,1.0,0.0,0.0,2.0,36.0,"28.4757° N, 77.1032° E",28.4757,77.1032
2355,flat,bestech park view residency,sector 2,1.01,7138.0,2.0,2.0,3,0.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
2357,flat,central park flower valley aqua front towers,sector 33,1.7,9503.0,3.0,3.0,3,12.0,Under Construction,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4420° N, 77.0207° E",28.442,77.0207
2358,flat,ireo the corridors,sector 67a,1.62,9380.0,3.0,3.0,2,4.0,New Property,1346.0,0.0,0.0,1.0,0.0,0.0,2.0,142.0,"28.3960° N, 77.0372° E",28.396,77.0372
2360,house,independent,sector 9,1.65,18333.0,2.0,3.0,0,3.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
2361,flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2.0,2.0,2,14.0,New Property,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,"28.4750° N, 76.9715° E",28.475,76.9715
2362,flat,ild greens,sector 37c,0.75,5245.0,2.0,2.0,3+,13.0,Relatively New,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2363,house,independent,sector 24,6.5,22855.0,4.0,4.0,2,2.0,Old Property,2844.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,"28.4939° N, 77.1038° E",28.4939,77.1038
2364,flat,smart world gems,sector 89,1.16,8152.0,3.0,3.0,2,3.0,Under Construction,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2366,house,international city by sobha phase 1,sector 109,6.3,9000.0,4.0,5.0,3+,2.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,2.0,122.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2367,flat,m3m woodshire,sector 107,1.35,5718.0,3.0,4.0,3+,8.0,Relatively New,1950.0,0.0,1.0,0.0,0.0,0.0,2.0,74.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2368,flat,signature andour heights,sector 71,0.65,10172.0,2.0,2.0,1,10.0,Relatively New,590.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,"28.4104° N, 77.0281° E",28.4104,77.0281
2369,flat,tarc maceo,sector 91,1.4,7407.0,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,"28.4014° N, 76.9225° E",28.4014,76.9225
2370,house,independent,sector 9,0.22,7407.0,2.0,2.0,2,1.0,Old Property,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
2371,flat,godrej oasis,sector 88a,1.15,7116.0,2.0,2.0,3,14.0,Relatively New,1380.0,1.0,0.0,0.0,1.0,0.0,0.0,174.0,"28.4347° N, 76.9557° E",28.4347,76.9557
2372,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3.0,4.0,3,6.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,"28.3925° N, 77.0541° E",28.3925,77.0541
2373,house,huda flats,sector 7,2.3,17037.0,5.0,3.0,3+,3.0,Old Property,1350.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2374,house,unitech espace,sector 50,7.42,34352.0,4.0,4.0,3,2.0,Old Property,3200.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2377,flat,signature global synera,sector 81,0.5,6803.0,2.0,2.0,3,6.0,Relatively New,700.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2379,flat,unitech uniworld city,sector 30,3.55,14992.0,3.0,5.0,3+,16.0,Old Property,2367.0,0.0,1.0,0.0,0.0,0.0,2.0,141.0,"28.4604° N, 77.0579° E",28.4604,77.0579
2380,flat,ild grand,sector 37c,1.2,6593.0,3.0,3.0,3,7.0,Under Construction,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4515° N, 76.9882° E",28.4515,76.9882
2381,flat,the close north,sector 50,2.92,11209.0,3.0,3.0,3,10.0,Moderately Old,2600.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2383,flat,spaze privy at,sector 84,1.24,6465.0,3.0,3.0,3,8.0,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,2.0,158.0,"28.3979° N, 76.9736° E",28.3979,76.9736
2384,flat,adani m2k oyster grande,sector 102,2.61,10046.0,3.0,3.0,3,14.0,Relatively New,2200.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,"28.4750° N, 76.9715° E",28.475,76.9715
2385,flat,hero homes,sector 104,1.2,17544.0,2.0,2.0,2,22.0,Under Construction,877.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"28.4788° N, 76.9960° E",28.4788,76.996
2386,flat,emaar palm gardens,sector 83,1.3,11872.0,3.0,3.0,3,16.0,Relatively New,1387.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2387,house,independent,sector 11,2.5,17857.0,5.0,4.0,3,1.0,Old Property,1850.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"28.4531° N, 77.0202° E",28.4531,77.0202
2388,flat,ramprastha the edge towers,sector 37d,0.98,5537.0,3.0,3.0,3+,5.0,Relatively New,1675.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2389,flat,godrej nature plus,sector 33,1.08,13123.0,2.0,2.0,3,8.0,Under Construction,85.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,"28.4420° N, 77.0207° E",28.442,77.0207
2390,flat,vatika india next,sector 82,0.8,6426.0,2.0,2.0,3,9.0,Relatively New,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3935° N, 76.9600° E",28.3935,76.96
2391,house,independent,sector 43,5.25,27132.0,4.0,4.0,2,2.0,Old Property,1935.0,1.0,1.0,0.0,0.0,0.0,2.0,80.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2392,flat,eldeco accolade,sector 33,1.2,8043.0,2.0,2.0,2,0.0,New Property,1492.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,"28.4420° N, 77.0207° E",28.442,77.0207
2393,flat,tulip purple,sector 69,1.8,9000.0,4.0,5.0,3+,4.0,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2394,flat,dlf the ultima,sector 81,2.3,10937.0,3.0,3.0,3+,19.0,Relatively New,1617.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2395,flat,signature global city 81,sector 81,0.96,9766.0,2.0,2.0,2,1.0,Under Construction,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2396,flat,bestech park view residency,sector 2,1.51,7889.0,3.0,4.0,3+,8.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
2397,flat,bestech park view city,sector 48,1.78,10023.0,3.0,4.0,2,5.0,Relatively New,1526.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2398,flat,tata primanti,sector 72,3.4,15561.0,3.0,4.0,3+,9.0,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,"28.4225° N, 77.0211° E",28.4225,77.0211
2399,flat,vatika independent floors,sector 82,0.67,5826.0,2.0,2.0,3,2.0,Moderately Old,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,"28.3935° N, 76.9600° E",28.3935,76.96
2400,house,independent,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,2.0,43.0,"28.5095° N, 77.0320° E",28.5095,77.032
2401,flat,puri diplomatic greens,sector 111,3.45,11695.0,4.0,5.0,3+,9.0,Relatively New,2670.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,"28.5238° N, 77.0320° E",28.5238,77.032
2402,flat,dlf the skycourt,sector 86,1.35,6998.0,3.0,3.0,1,9.0,Relatively New,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2403,flat,emaar imperial gardens,sector 102,1.85,9136.0,3.0,3.0,3+,0.0,Relatively New,2250.0,0.0,1.0,0.0,0.0,0.0,2.0,95.0,"28.4750° N, 76.9715° E",28.475,76.9715
2404,house,independent,sector 4,1.25,8681.0,2.0,3.0,0,1.0,Moderately Old,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2405,house,vipul tatvam villa,sector 48,8.5,26235.0,4.0,4.0,1,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,"28.4177° N, 77.0359° E",28.4177,77.0359
